id,subject,text,label
1273,Data usage approaching monthly limit,"Important Software Update: A critical security update is now available for your device. This update addresses several security vulnerabilities and includes performance improvements. We strongly recommend installing this update as soon as possible to protect your device and data. The update is approximately 150MB and installation will take 10-15 minutes. Your device will restart automatically during installation. Click ""Install Now"" to begin the update process.",Alerts
341,Financial planning consultation scheduled,"Dear Valued Customer, Your monthly bank statement for March 2024 is now available for download through our secure online banking portal. This statement includes all transactions, deposits, withdrawals, and fees for the period. Please review carefully and report any discrepancies within 30 days. Your account balance as of March 31st is $4,250.67. Thank you for banking with us. If you have any questions, please contact our customer service team.",Finance
744,Exclusive member early access - 48 hours only,"Spring has arrived and so has our gorgeous new collection! Celebrate the season with 30% off all new arrivals including flowy dresses, lightweight cardigans, and bright accessories perfect for spring weather. Plus, spend $100 or more and receive a complimentary spring beauty kit worth $45. Use code SPRING30 at checkout. New styles are selling fast - shop now to secure your spring wardrobe essentials before they're gone!",Promotion
1309,System maintenance scheduled tonight,"Scheduled Maintenance Notice: Our systems will undergo routine maintenance tonight from 2:00 AM to 6:00 AM EST. During this time, online services including website access, mobile app, and customer portal will be temporarily unavailable. This maintenance is necessary to install security updates and improve system performance. We apologize for any inconvenience and appreciate your patience. All services will be fully restored by 6:00 AM. For urgent matters, please call our 24-hour customer service line.",Alerts
1346,Service outage notification - Temporary disruption,"Important Software Update: A critical security update is now available for your device. This update addresses several security vulnerabilities and includes performance improvements. We strongly recommend installing this update as soon as possible to protect your device and data. The update is approximately 150MB and installation will take 10-15 minutes. Your device will restart automatically during installation. Click ""Install Now"" to begin the update process.",Alerts
1410,Privacy policy updates - Important changes,"Important Privacy Policy Update: We have updated our privacy policy to provide greater transparency about how we collect, use, and protect your personal information. Key changes include expanded user control over data sharing, clearer explanations of our data retention policies, and updated information about third-party integrations. These changes reflect our commitment to protecting your privacy and comply with the latest regulations. Please review the updated policy at privacy.company.com.",Updates
909,Make $5000 per week working from home,"AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
66,Team building event next Friday,"Hi everyone, The final draft of the client presentation is now complete and attached to this email. Please review all slides carefully and provide any final comments or suggestions by tomorrow afternoon. The presentation is scheduled for Thursday at 2 PM in the main conference room. Please arrive 15 minutes early for setup and technical checks. This is a crucial presentation for our Q4 targets.",Work
1386,Bug fixes and stability improvements,"New Feature Rollout: We're excited to introduce our enhanced collaboration tools! The new features include real-time document editing, video conferencing integration, shared project timelines, and advanced file organization options. These tools are designed to improve team productivity and streamline project management. The rollout will be gradual over the next two weeks, and all users will receive access by month-end. Training videos and documentation are available in our help center.",Updates
712,Flash sale - 70% off everything - Limited time!,"FLASH SALE ALERT! For the next 24 hours only, enjoy 70% off EVERYTHING in our store! This incredible deal includes all clothing, accessories, home decor, and electronics. Use code FLASH70 at checkout to activate your discount. Free shipping on orders over $50. This is our biggest sale of the year - don't miss out! Shop now before your favorite items sell out. Sale ends tomorrow at 11:59 PM Pacific Time. No rain checks or price adjustments on previous purchases.",Promotion
1237,Charity 5K run registration - Early bird pricing,"Tech Conference 2024: We're excited to announce our keynote speakers for this year's technology conference! Featured speakers include Dr. Sarah Chen (AI researcher at Stanford), Mark Rodriguez (CEO of TechStart), and Jennifer Walsh (cybersecurity expert). The three-day conference covers artificial intelligence, blockchain technology, cybersecurity, and startup innovation. Early bird tickets (before March 15th) are $299, regular price $399. Conference includes all sessions, networking events, and meals.",Events
976,FREE MONEY WAITING - Click here immediately,"AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
1399,Service improvements based on your feedback,"Service Improvements: Based on your valuable feedback, we've implemented several improvements to enhance your experience. Page loading speeds have been increased by 40%, the search function now provides more accurate results, and we've added a new dashboard for better account management. We've also expanded our customer support hours to include weekend coverage and added live chat functionality. Thank you for helping us make our service better!",Updates
1212,Job fair next month - 200+ employers attending,"Gallery Opening: You're invited to the opening reception for ""Modern Perspectives"" featuring contemporary works by emerging local artists. The exhibition opens Friday, April 12th with a reception from 6-9 PM including wine, appetizers, and live jazz music. Meet the artists, enjoy the artwork, and support our local creative community. The exhibition runs through June 30th with regular gallery hours Tuesday-Sunday 10 AM to 6 PM. Admission is free and all artwork is available for purchase.",Events
761,Cooking class - Learn to make pasta!,"Annual Community BBQ - This Saturday! The whole neighborhood is invited to our annual summer BBQ in Riverside Park starting at 2 PM. We'll provide hamburgers, hot dogs, veggie burgers, and all the fixings. Please bring a side dish or dessert to share. Activities include live music by local band ""The Sunset Riders,"" face painting for kids, volleyball tournament, and raffle prizes. Bring lawn chairs and your appetite for good food and great company!",Social
493,Vaccination appointment available,Vaccination Reminder: It's time for your annual flu shot! We have appointments available next week at our clinic. The CDC recommends annual flu vaccination for everyone 6 months and older. This year's vaccine protects against the most common strains expected this flu season. Please call our office at (555) 123-4567 to schedule your appointment. Walk-ins are also welcome during business hours.,Health
184,Weekend hiking trip - Are you in?,Hey buddy! Hope you're doing great. I'm organizing a hiking trip to Mount Wilson this weekend and wanted to see if you'd be interested in joining us. We're planning to start early Saturday morning around 7 AM and should be back by evening. The weather forecast looks perfect with sunny skies and temperatures in the mid-70s. I'll bring snacks and water for everyone. Let me know if you can make it - it's going to be an awesome adventure!,Personal
1311,Backup completed successfully,"Security Alert: We detected unusual activity on your account including multiple failed login attempts from an unrecognized IP address in Eastern Europe. As a precautionary measure, we have temporarily locked your account. To restore access, please verify your identity by clicking the secure link below and answering your security questions. If you did not attempt to access your account, please contact our security team immediately at security@company.com or call 1-800-555-SECURITY.",Alerts
690,Black Friday mega deals start now,"VIP Member Exclusive: You're getting first access to our Annual Warehouse Sale! Before we open to the public, you have 48 hours to shop designer clothing, luxury accessories, and home goods at up to 75% off retail prices. Your exclusive access code is VIP2024. This private sale features items never before discounted, including limited edition pieces and last season's runway collections. Remember, this exclusive access expires Wednesday at noon.",Promotion
1053,University library extended hours during finals,"Important Update: Assignment Deadline Extension. Due to technical difficulties with the online submission system, the deadline for your research paper has been extended from Friday, March 15th to Monday, March 18th at 11:59 PM. This extension applies to all students in Biology 301. Please use this additional time to review your citations and ensure all sources are properly documented according to APA format. The paper should be 8-10 pages double-spaced, not including the reference page. Submit through the course portal.",Study
432,Wellness newsletter - Healthy living tips,"Important Health Insurance Update: Your health insurance policy has been updated with expanded coverage for mental health services and preventive care. The changes are effective immediately and include coverage for annual wellness visits, mental health counseling, and prescription medications with reduced copays. Please review the attached policy documents and contact customer service if you have any questions about your new benefits.",Health
176,Birthday gift ideas for dad,"Hi everyone! Just a reminder that Mom's birthday party is this Saturday at 3 PM at our house. Please bring your favorite dish to share - I'm making her famous lasagna as the main course. We'll have cake, games, and lots of great company. Mom specifically requested no gifts, just your presence is enough. Can't wait to celebrate with the whole family. Please RSVP so I know how much food to prepare.",Personal
98,Performance metrics dashboard review,"Welcome to our new team member Sarah Johnson who will be joining us as Senior Software Developer on Monday. Please find the onboarding checklist attached which includes IT setup, security badge creation, and initial project assignments. Sarah comes to us with 8 years of experience in full-stack development and will be a valuable addition to our engineering team. Please join me in welcoming her to the company.",Work
435,Nutrition consultation follow-up,"Hello, Your prescription for Metformin 500mg is ready for pickup at CVS Pharmacy on Main Street. The prescription will be held for 10 days before being returned to stock. Pickup hours are Monday-Friday 8 AM to 9 PM, Saturday 9 AM to 7 PM, and Sunday 10 AM to 6 PM. You can also arrange for home delivery through our mobile app. Please bring a valid ID and insurance card when picking up your medication.",Health
1288,Security alert - Unusual account activity detected,Service Disruption Update: We are currently experiencing a temporary service outage affecting email delivery and website functionality. Our technical team is working urgently to resolve the issue. Preliminary investigation indicates a network connectivity problem with our primary data center. We have activated backup systems to minimize impact. Current estimated resolution time is 2-3 hours. We will provide updates every 30 minutes until service is fully restored.,Alerts
19,Quarterly performance review scheduled,"Dear Finance Team, I am submitting a budget approval request for Q4 marketing initiatives totaling $45,000. This budget will cover digital advertising campaigns, content creation, and event sponsorships. The detailed breakdown is attached in the Excel spreadsheet. These investments are projected to generate a 300% ROI based on our Q3 performance metrics. Please review and approve by Friday.",Work
199,Family dinner at grandma's house,"Hello book lovers! Due to scheduling conflicts, we're moving this month's book club meeting from Saturday to Sunday at 2 PM. We'll still be discussing ""The Seven Husbands of Evelyn Hugo"" and meeting at Sarah's house. Please bring your favorite quotes and discussion points. Sarah will provide coffee and light refreshments. Looking forward to our lively discussion about this incredible novel!",Personal
208,Weekend hiking trip - Are you in?,"Ciao bella! Finally getting around to sharing the photos from our amazing Italy trip last month. Venice was absolutely magical, and the food in Tuscany was beyond incredible. I've uploaded all 200+ photos to Google Drive - the link is attached. My favorites are definitely the sunset shots from the Amalfi Coast and that hilarious picture of Marco trying to eat that giant pizza in Rome. Can't wait to plan our next adventure together!",Personal
1248,Outdoor movie night in the park,"Tech Conference 2024: We're excited to announce our keynote speakers for this year's technology conference! Featured speakers include Dr. Sarah Chen (AI researcher at Stanford), Mark Rodriguez (CEO of TechStart), and Jennifer Walsh (cybersecurity expert). The three-day conference covers artificial intelligence, blockchain technology, cybersecurity, and startup innovation. Early bird tickets (before March 15th) are $299, regular price $399. Conference includes all sessions, networking events, and meals.",Events
651,Free shipping on all orders - No minimum,"FLASH SALE ALERT! For the next 24 hours only, enjoy 70% off EVERYTHING in our store! This incredible deal includes all clothing, accessories, home decor, and electronics. Use code FLASH70 at checkout to activate your discount. Free shipping on orders over $50. This is our biggest sale of the year - don't miss out! Shop now before your favorite items sell out. Sale ends tomorrow at 11:59 PM Pacific Time. No rain checks or price adjustments on previous purchases.",Promotion
960,Easy money opportunity - No experience needed,"AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
1352,System maintenance scheduled tonight,"Security Alert: We detected unusual activity on your account including multiple failed login attempts from an unrecognized IP address in Eastern Europe. As a precautionary measure, we have temporarily locked your account. To restore access, please verify your identity by clicking the secure link below and answering your security questions. If you did not attempt to access your account, please contact our security team immediately at security@company.com or call 1-800-555-SECURITY.",Alerts
369,Tax documents available - Action required,"Dear Valued Customer, Your monthly bank statement for March 2024 is now available for download through our secure online banking portal. This statement includes all transactions, deposits, withdrawals, and fees for the period. Please review carefully and report any discrepancies within 30 days. Your account balance as of March 31st is $4,250.67. Thank you for banking with us. If you have any questions, please contact our customer service team.",Finance
1080,University library extended hours during finals,"Research Project Guidelines Update: Based on student feedback, we've updated the requirements for your final research project. The minimum page count has been reduced from 20 to 15 pages, but we now require at least 15 peer-reviewed sources (increased from 10). The poster presentation component remains the same - 3x4 foot poster displayed during our final class session. Project proposals are due next Friday. Please schedule office hours if you need help narrowing down your research topic.",Study
72,Team building event next Friday,"Dear team, I hope this email finds you well. I wanted to update everyone on the progress of Project Alpha. We have successfully completed the first phase of development and are now moving into the testing phase. The client feedback has been overwhelmingly positive, and we are on track to meet our delivery deadline next month. Please review the attached documentation and provide your feedback by end of week. Thank you for your continued hard work and dedication.",Work
1440,Bug fixes and stability improvements,"New Feature Rollout: We're excited to introduce our enhanced collaboration tools! The new features include real-time document editing, video conferencing integration, shared project timelines, and advanced file organization options. These tools are designed to improve team productivity and streamline project management. The rollout will be gradual over the next two weeks, and all users will receive access by month-end. Training videos and documentation are available in our help center.",Updates
855,Wine tasting event at local vineyard,"Annual Community BBQ - This Saturday! The whole neighborhood is invited to our annual summer BBQ in Riverside Park starting at 2 PM. We'll provide hamburgers, hot dogs, veggie burgers, and all the fixings. Please bring a side dish or dessert to share. Activities include live music by local band ""The Sunset Riders,"" face painting for kids, volleyball tournament, and raffle prizes. Bring lawn chairs and your appetite for good food and great company!",Social
1305,Password expiration warning - Update required,"Security Alert: We detected unusual activity on your account including multiple failed login attempts from an unrecognized IP address in Eastern Europe. As a precautionary measure, we have temporarily locked your account. To restore access, please verify your identity by clicking the secure link below and answering your security questions. If you did not attempt to access your account, please contact our security team immediately at security@company.com or call 1-800-555-SECURITY.",Alerts
643,Buy one get one free - Weekend special,"Spring has arrived and so has our gorgeous new collection! Celebrate the season with 30% off all new arrivals including flowy dresses, lightweight cardigans, and bright accessories perfect for spring weather. Plus, spend $100 or more and receive a complimentary spring beauty kit worth $45. Use code SPRING30 at checkout. New styles are selling fast - shop now to secure your spring wardrobe essentials before they're gone!",Promotion
414,Dental cleaning reminder - 6 months due,"Spring Wellness Tips: As we enter spring, here are some healthy living tips to boost your wellbeing: Stay hydrated with at least 8 glasses of water daily, incorporate 30 minutes of physical activity into your routine, eat plenty of fresh fruits and vegetables, practice stress management techniques like meditation or yoga, and ensure you're getting 7-9 hours of quality sleep each night. Small changes can make a big difference in your overall health!",Health
1077,University library extended hours during finals,New Course Materials Available: The lecture slides and supplementary readings for Chapters 12-15 have been uploaded to the course website. These materials cover advanced organic chemistry reactions and will be essential for understanding next week's laboratory experiments. Please review these materials before Monday's class. The additional reading assignment from the Journal of Chemical Education is optional but highly recommended for those planning to pursue graduate studies in chemistry.,Study
459,Nutrition consultation follow-up,Vaccination Reminder: It's time for your annual flu shot! We have appointments available next week at our clinic. The CDC recommends annual flu vaccination for everyone 6 months and older. This year's vaccine protects against the most common strains expected this flu season. Please call our office at (555) 123-4567 to schedule your appointment. Walk-ins are also welcome during business hours.,Health
1132,Cultural festival celebrating diversity,"Charity 5K Run: Register now for the annual ""Run for Hope"" 5K benefiting the local children's hospital. The race takes place Saturday, June 8th at 8 AM starting from City Park. Early bird registration (before May 1st) is $25 and includes race t-shirt, finisher medal, and post-race breakfast. Regular registration is $35. Prizes awarded for top finishers in each age category. All proceeds support pediatric cancer research. Online registration available at runforhope.org.",Events
1153,Art gallery exhibition opening night,"Concert Alert: Tickets for the highly anticipated Taylor Swift concert at Madison Square Garden go on sale this Friday at 10 AM. This exclusive intimate performance features songs from her latest album plus fan favorites from throughout her career. Tickets range from $85-$350 and are expected to sell out within hours. Presale begins Thursday at noon for fan club members. Venue policies include no cameras, no outside food or drinks, and clear bag requirements. Don't miss this once-in-a-lifetime performance!",Events
980,Easy money opportunity - No experience needed,"INHERITANCE NOTIFICATION: We are contacting you regarding an unclaimed inheritance left by a distant relative with the same last name. The amount of $2.8 million USD is being held in our custody awaiting the rightful heir. After extensive research, we believe you may be entitled to this inheritance. To begin the claims process, we need you to send a certified check for $1,200 to cover legal fees and processing costs. Once payment is received, we will release the full inheritance amount to your designated account.",Spam
1371,Backup completed successfully,"Security Alert: We detected unusual activity on your account including multiple failed login attempts from an unrecognized IP address in Eastern Europe. As a precautionary measure, we have temporarily locked your account. To restore access, please verify your identity by clicking the secure link below and answering your security questions. If you did not attempt to access your account, please contact our security team immediately at security@company.com or call 1-800-555-SECURITY.",Alerts
443,Fitness class registration open,"Dear Patient, This is a confirmation of your annual physical examination appointment scheduled for Tuesday, April 23rd at 10:30 AM with Dr. Sarah Mitchell. Please arrive 15 minutes early to complete any necessary paperwork. Bring your insurance card, current medications list, and any questions or concerns you'd like to discuss. Fasting is required for 12 hours prior to your appointment for blood work. Our office is located at 123 Medical Plaza, Suite 400.",Health
565,Flight confirmation - Boarding pass attached,"Car Rental Confirmation: Your Toyota Camry rental is confirmed for pickup at Orlando Airport on March 22nd at 2:00 PM. Rental location: Budget Car Rental, Level 1 of Terminal B. Bring your driver's license, credit card, and confirmation number (BR456789). The vehicle includes GPS navigation, unlimited mileage, and full insurance coverage. Fuel tank is full - please return with same fuel level to avoid charges. 24-hour roadside assistance: 1-800-555-ROAD.",Travel
1004,Assignment deadline extended - New due date,"Final Exam Schedule Released: Your final examinations have been scheduled for the week of May 6-10, 2024. Biology 301 final exam is Monday, May 6th at 2:00 PM in Lecture Hall B. The exam will be comprehensive, covering all material from the semester including molecular biology, genetics, and evolution. You are allowed one 8.5x11 inch note card (both sides) and a non-programmable calculator. Arrive 15 minutes early for seating arrangements.",Study
1147,Outdoor movie night in the park,"Charity 5K Run: Register now for the annual ""Run for Hope"" 5K benefiting the local children's hospital. The race takes place Saturday, June 8th at 8 AM starting from City Park. Early bird registration (before May 1st) is $25 and includes race t-shirt, finisher medal, and post-race breakfast. Regular registration is $35. Prizes awarded for top finishers in each age category. All proceeds support pediatric cancer research. Online registration available at runforhope.org.",Events
788,Community BBQ this Saturday - Everyone welcome,"Neighborhood Spring Cleanup Day - Volunteers Needed! Help us beautify our community this Saturday, April 20th from 9 AM to 2 PM. We'll be planting flowers, picking up litter, painting park benches, and general neighborhood sprucing up. All supplies and tools provided, just bring work gloves and enthusiasm! Lunch will be provided for all volunteers. Meet at the community center to get assigned to teams. Every little bit helps make our neighborhood beautiful!",Social
696,Flash sale - 70% off everything - Limited time!,"BLACK FRIDAY IS HERE! The wait is over - our biggest sale of the year has officially started! Save up to 80% on thousands of items across all departments. Doorbusters available while supplies last, including 65"" Smart TVs for $299, Designer handbags starting at $39, and Premium skincare sets for under $25. Online orders ship free with no minimum purchase. Store hours extended: open 6 AM to midnight Friday through Sunday. Shop early for best selection!",Promotion
1187,Annual company retreat registration open,"Concert Alert: Tickets for the highly anticipated Taylor Swift concert at Madison Square Garden go on sale this Friday at 10 AM. This exclusive intimate performance features songs from her latest album plus fan favorites from throughout her career. Tickets range from $85-$350 and are expected to sell out within hours. Presale begins Thursday at noon for fan club members. Venue policies include no cameras, no outside food or drinks, and clear bag requirements. Don't miss this once-in-a-lifetime performance!",Events
1180,Job fair next month - 200+ employers attending,"Tech Conference 2024: We're excited to announce our keynote speakers for this year's technology conference! Featured speakers include Dr. Sarah Chen (AI researcher at Stanford), Mark Rodriguez (CEO of TechStart), and Jennifer Walsh (cybersecurity expert). The three-day conference covers artificial intelligence, blockchain technology, cybersecurity, and startup innovation. Early bird tickets (before March 15th) are $299, regular price $399. Conference includes all sessions, networking events, and meals.",Events
934,URGENT: Bank security alert - Action required,"CONGRATULATIONS! You have been selected as the GRAND PRIZE WINNER of our international lottery! Your lucky numbers have won you the incredible sum of $1,000,000 USD! To claim your prize, you must respond within 48 hours with your full name, address, phone number, and bank account details. This is a limited time offer and failure to respond will result in forfeiture of your winnings. Contact our claims agent immediately at claimprizesnow@notreal.com. This is 100% legitimate and you owe nothing to claim your prize!",Spam
33,Training session mandatory attendance,"Hi everyone, The final draft of the client presentation is now complete and attached to this email. Please review all slides carefully and provide any final comments or suggestions by tomorrow afternoon. The presentation is scheduled for Thursday at 2 PM in the main conference room. Please arrive 15 minutes early for setup and technical checks. This is a crucial presentation for our Q4 targets.",Work
971,Nigerian prince needs your help - Millions await,"CONGRATULATIONS! You have been selected as the GRAND PRIZE WINNER of our international lottery! Your lucky numbers have won you the incredible sum of $1,000,000 USD! To claim your prize, you must respond within 48 hours with your full name, address, phone number, and bank account details. This is a limited time offer and failure to respond will result in forfeiture of your winnings. Contact our claims agent immediately at claimprizesnow@notreal.com. This is 100% legitimate and you owe nothing to claim your prize!",Spam
1291,Backup completed successfully,"Scheduled Maintenance Notice: Our systems will undergo routine maintenance tonight from 2:00 AM to 6:00 AM EST. During this time, online services including website access, mobile app, and customer portal will be temporarily unavailable. This maintenance is necessary to install security updates and improve system performance. We apologize for any inconvenience and appreciate your patience. All services will be fully restored by 6:00 AM. For urgent matters, please call our 24-hour customer service line.",Alerts
686,Clearance event - Up to 80% off designer items,"BLACK FRIDAY IS HERE! The wait is over - our biggest sale of the year has officially started! Save up to 80% on thousands of items across all departments. Doorbusters available while supplies last, including 65"" Smart TVs for $299, Designer handbags starting at $39, and Premium skincare sets for under $25. Online orders ship free with no minimum purchase. Store hours extended: open 6 AM to midnight Friday through Sunday. Shop early for best selection!",Promotion
915,Make $5000 per week working from home,"INHERITANCE NOTIFICATION: We are contacting you regarding an unclaimed inheritance left by a distant relative with the same last name. The amount of $2.8 million USD is being held in our custody awaiting the rightful heir. After extensive research, we believe you may be entitled to this inheritance. To begin the claims process, we need you to send a certified check for $1,200 to cover legal fees and processing costs. Once payment is received, we will release the full inheritance amount to your designated account.",Spam
1464,System upgrade completed successfully,"Terms of Service Update: We have updated our terms of service to clarify our policies regarding user-generated content, account termination procedures, and service availability. The updated terms also include new provisions for our recently launched premium features and clarify billing procedures for subscription services. These changes take effect 30 days from the date of this notice. Continued use of our service indicates acceptance of the updated terms.",Updates
409,Nutrition consultation follow-up,"Dear Patient, This is a confirmation of your annual physical examination appointment scheduled for Tuesday, April 23rd at 10:30 AM with Dr. Sarah Mitchell. Please arrive 15 minutes early to complete any necessary paperwork. Bring your insurance card, current medications list, and any questions or concerns you'd like to discuss. Fasting is required for 12 hours prior to your appointment for blood work. Our office is located at 123 Medical Plaza, Suite 400.",Health
456,Health insurance policy update notification,Vaccination Reminder: It's time for your annual flu shot! We have appointments available next week at our clinic. The CDC recommends annual flu vaccination for everyone 6 months and older. This year's vaccine protects against the most common strains expected this flu season. Please call our office at (555) 123-4567 to schedule your appointment. Walk-ins are also welcome during business hours.,Health
1383,Privacy policy updates - Important changes,"Important Privacy Policy Update: We have updated our privacy policy to provide greater transparency about how we collect, use, and protect your personal information. Key changes include expanded user control over data sharing, clearer explanations of our data retention policies, and updated information about third-party integrations. These changes reflect our commitment to protecting your privacy and comply with the latest regulations. Please review the updated policy at privacy.company.com.",Updates
524,Visa application status update,"Car Rental Confirmation: Your Toyota Camry rental is confirmed for pickup at Orlando Airport on March 22nd at 2:00 PM. Rental location: Budget Car Rental, Level 1 of Terminal B. Bring your driver's license, credit card, and confirmation number (BR456789). The vehicle includes GPS navigation, unlimited mileage, and full insurance coverage. Fuel tank is full - please return with same fuel level to avoid charges. 24-hour roadside assistance: 1-800-555-ROAD.",Travel
502,Travel photography workshop invitation,"Car Rental Confirmation: Your Toyota Camry rental is confirmed for pickup at Orlando Airport on March 22nd at 2:00 PM. Rental location: Budget Car Rental, Level 1 of Terminal B. Bring your driver's license, credit card, and confirmation number (BR456789). The vehicle includes GPS navigation, unlimited mileage, and full insurance coverage. Fuel tank is full - please return with same fuel level to avoid charges. 24-hour roadside assistance: 1-800-555-ROAD.",Travel
534,Airport security and check-in guidelines,"Bonjour! Your hotel reservation at Le Grand Hotel Paris has been confirmed for May 15-20, 2024. Five nights in a deluxe room with city view, including daily breakfast buffet. The hotel is located in the heart of Montmartre, walking distance to Sacré-Cœur and charming local cafés. Check-in is at 3 PM and check-out at 11 AM. We've arranged for airport pickup service - look for the driver holding a sign with your name at Charles de Gaulle Airport.",Travel
262,Insurance premium renewal notice,"Important: Your tax documents for 2023 are now available for download. Please log into your account to access your 1099 forms, W-2 statements, and annual summary reports. These documents are required for filing your tax return. The deadline for filing is April 15th, 2024. If you need assistance accessing your documents or have questions about tax reporting, please contact our support team immediately.",Finance
647,Flash sale - 70% off everything - Limited time!,"Spring has arrived and so has our gorgeous new collection! Celebrate the season with 30% off all new arrivals including flowy dresses, lightweight cardigans, and bright accessories perfect for spring weather. Plus, spend $100 or more and receive a complimentary spring beauty kit worth $45. Use code SPRING30 at checkout. New styles are selling fast - shop now to secure your spring wardrobe essentials before they're gone!",Promotion
53,Performance metrics dashboard review,"Dear Finance Team, I am submitting a budget approval request for Q4 marketing initiatives totaling $45,000. This budget will cover digital advertising campaigns, content creation, and event sponsorships. The detailed breakdown is attached in the Excel spreadsheet. These investments are projected to generate a 300% ROI based on our Q3 performance metrics. Please review and approve by Friday.",Work
1373,Security alert - Unusual account activity detected,"Important Software Update: A critical security update is now available for your device. This update addresses several security vulnerabilities and includes performance improvements. We strongly recommend installing this update as soon as possible to protect your device and data. The update is approximately 150MB and installation will take 10-15 minutes. Your device will restart automatically during installation. Click ""Install Now"" to begin the update process.",Alerts
985,INHERITANCE MONEY - Claim your fortune today,"Greetings my dear friend, I am Prince Mohammed Al-Rashid, the son of the late King of Nigeria. Due to political unrest in my country, I need to transfer $45 million USD to a safe foreign account. I have chosen you to help me with this transaction and in return, I will give you 30% of the total amount ($13.5 million). All I need is your bank account information and a small processing fee of $500 to complete the transfer. This is completely legal and confidential. Please reply urgently as time is of the essence.",Spam
320,Retirement fund contribution increase,"Dear Valued Customer, Your monthly bank statement for March 2024 is now available for download through our secure online banking portal. This statement includes all transactions, deposits, withdrawals, and fees for the period. Please review carefully and report any discrepancies within 30 days. Your account balance as of March 31st is $4,250.67. Thank you for banking with us. If you have any questions, please contact our customer service team.",Finance
999,"URGENT: You've won $1,000,000 - Claim now!","CONGRATULATIONS! You have been selected as the GRAND PRIZE WINNER of our international lottery! Your lucky numbers have won you the incredible sum of $1,000,000 USD! To claim your prize, you must respond within 48 hours with your full name, address, phone number, and bank account details. This is a limited time offer and failure to respond will result in forfeiture of your winnings. Contact our claims agent immediately at claimprizesnow@notreal.com. This is 100% legitimate and you owe nothing to claim your prize!",Spam
1374,Software update available - Install recommended,"Security Alert: We detected unusual activity on your account including multiple failed login attempts from an unrecognized IP address in Eastern Europe. As a precautionary measure, we have temporarily locked your account. To restore access, please verify your identity by clicking the secure link below and answering your security questions. If you did not attempt to access your account, please contact our security team immediately at security@company.com or call 1-800-555-SECURITY.",Alerts
608,Travel photography workshop invitation,"Bonjour! Your hotel reservation at Le Grand Hotel Paris has been confirmed for May 15-20, 2024. Five nights in a deluxe room with city view, including daily breakfast buffet. The hotel is located in the heart of Montmartre, walking distance to Sacré-Cœur and charming local cafés. Check-in is at 3 PM and check-out at 11 AM. We've arranged for airport pickup service - look for the driver holding a sign with your name at Charles de Gaulle Airport.",Travel
1012,Scholarship application deadline approaching,"Study Group Reminder: Don't forget about our Calculus II study session tomorrow (Thursday) at 6 PM in the library, Room 204. We'll be reviewing integration techniques and preparing for next week's midterm exam. Please bring your textbook, calculator, and any specific problems you'd like to work through as a group. Sarah will bring practice problems from previous exams. If you can't make it, please let me know so we can share notes with you later.",Study
1228,Annual company retreat registration open,"Concert Alert: Tickets for the highly anticipated Taylor Swift concert at Madison Square Garden go on sale this Friday at 10 AM. This exclusive intimate performance features songs from her latest album plus fan favorites from throughout her career. Tickets range from $85-$350 and are expected to sell out within hours. Presale begins Thursday at noon for fan club members. Venue policies include no cameras, no outside food or drinks, and clear bag requirements. Don't miss this once-in-a-lifetime performance!",Events
410,Health insurance policy update notification,"Hello, Your prescription for Metformin 500mg is ready for pickup at CVS Pharmacy on Main Street. The prescription will be held for 10 days before being returned to stock. Pickup hours are Monday-Friday 8 AM to 9 PM, Saturday 9 AM to 7 PM, and Sunday 10 AM to 6 PM. You can also arrange for home delivery through our mobile app. Please bring a valid ID and insurance card when picking up your medication.",Health
236,Book club meeting moved to Sunday,"Ciao bella! Finally getting around to sharing the photos from our amazing Italy trip last month. Venice was absolutely magical, and the food in Tuscany was beyond incredible. I've uploaded all 200+ photos to Google Drive - the link is attached. My favorites are definitely the sunset shots from the Amalfi Coast and that hilarious picture of Marco trying to eat that giant pizza in Rome. Can't wait to plan our next adventure together!",Personal
1362,Security alert - Unusual account activity detected,Service Disruption Update: We are currently experiencing a temporary service outage affecting email delivery and website functionality. Our technical team is working urgently to resolve the issue. Preliminary investigation indicates a network connectivity problem with our primary data center. We have activated backup systems to minimize impact. Current estimated resolution time is 2-3 hours. We will provide updates every 30 minutes until service is fully restored.,Alerts
